step,epoch,split,loss,RPA,RCA,MAE_cents,learning_rate,wall_time_sec
298600,2,train,0.014413,0.6698,0.6727,105.46,4.95e-05,16316.2
298700,2,train,0.014495,0.6700,0.6726,99.56,4.95e-05,16320.5
298800,2,train,0.014273,0.6673,0.6721,104.71,4.95e-05,16324.8
298900,2,train,0.014093,0.6689,0.6711,97.80,4.95e-05,16329.1
299000,2,train,0.014010,0.6780,0.6822,96.71,4.95e-05,16333.4
299100,2,train,0.014125,0.6743,0.6784,97.06,4.95e-05,16337.7
299200,2,train,0.014096,0.6835,0.6874,98.85,4.95e-05,16342.0
299300,2,train,0.014385,0.6737,0.6776,105.06,4.95e-05,16346.3
299400,2,train,0.013718,0.6948,0.6984,91.65,4.95e-05,16350.6
299500,2,train,0.014399,0.6735,0.6757,99.82,4.95e-05,16354.9
299600,2,train,0.014189,0.6671,0.6681,95.75,4.95e-05,16359.1
299700,2,train,0.014448,0.6721,0.6763,99.30,4.95e-05,16363.4
299800,2,train,0.014114,0.6714,0.6730,100.54,4.95e-05,16367.7
299900,2,train,0.014052,0.6815,0.6856,97.73,4.95e-05,16372.0
300000,2,train,0.013964,0.6841,0.6870,95.45,4.95e-05,16376.3
300000,2,val,0.016196,0.4017,0.4045,153.89,4.95e-05,16492.1
300100,2,train,0.014231,0.6821,0.6844,99.78,4.95e-05,16496.7
300200,2,train,0.014095,0.6897,0.6938,102.87,4.95e-05,16500.9
300300,2,train,0.014472,0.6672,0.6717,105.79,4.95e-05,16505.3
300400,2,train,0.014643,0.6670,0.6712,106.88,4.95e-05,16509.5
300500,2,train,0.013940,0.6865,0.6878,93.70,4.95e-05,16513.8
300600,2,train,0.013916,0.6884,0.6903,93.52,4.95e-05,16518.1
300700,2,train,0.014331,0.6760,0.6783,99.42,4.95e-05,16522.4
300800,2,train,0.014234,0.6871,0.6906,97.99,4.95e-05,16526.7
300900,2,train,0.014341,0.6773,0.6811,100.42,4.95e-05,16531.0
301000,2,train,0.014562,0.6747,0.6779,100.54,4.95e-05,16535.3
301100,2,train,0.014209,0.6755,0.6800,99.42,4.95e-05,16539.6
301200,2,train,0.014184,0.6695,0.6730,101.57,4.95e-05,16543.9
301300,2,train,0.014179,0.6794,0.6829,98.81,4.95e-05,16548.1
301400,2,train,0.014387,0.6735,0.6767,102.91,4.95e-05,16552.4
301500,2,train,0.014517,0.6777,0.6842,100.38,4.95e-05,16556.7
301600,2,train,0.014433,0.6826,0.6861,96.01,4.95e-05,16561.0
301700,2,train,0.014675,0.6641,0.6672,101.57,4.95e-05,16565.3
301800,2,train,0.014534,0.6681,0.6723,100.18,4.95e-05,16569.6
301900,2,train,0.014475,0.6544,0.6583,101.99,4.95e-05,16573.9
302000,2,train,0.014354,0.6694,0.6723,101.09,4.95e-05,16578.2
302100,2,train,0.014184,0.6806,0.6832,101.36,4.95e-05,16582.5
302200,2,train,0.014228,0.6714,0.6759,101.79,4.95e-05,16586.8
302300,2,train,0.014508,0.6726,0.6758,105.43,4.95e-05,16591.1
302400,2,train,0.014068,0.6765,0.6787,99.36,4.95e-05,16595.4
302500,2,train,0.014122,0.6763,0.6811,101.71,4.95e-05,16599.6
302600,2,train,0.014414,0.6718,0.6763,100.18,4.95e-05,16603.9
302700,2,train,0.014508,0.6623,0.6661,97.59,4.95e-05,16608.2
302800,2,train,0.013947,0.6896,0.6935,94.67,4.95e-05,16612.5
302900,2,train,0.014032,0.6716,0.6745,98.40,4.95e-05,16616.8
303000,2,train,0.014233,0.6816,0.6841,94.96,4.95e-05,16621.1
303100,2,train,0.014166,0.6914,0.6946,95.98,4.95e-05,16625.4
303200,2,train,0.014100,0.6924,0.6972,95.05,4.95e-05,16629.7
303300,2,train,0.014008,0.6861,0.6893,102.02,4.95e-05,16634.0
303400,2,train,0.014074,0.6736,0.6758,92.39,4.95e-05,16638.3
303500,2,train,0.014497,0.6587,0.6622,106.14,4.95e-05,16642.6
303600,2,train,0.014632,0.6659,0.6692,109.36,4.95e-05,16646.9
303700,2,train,0.014245,0.6770,0.6802,96.01,4.95e-05,16651.2
303800,2,train,0.013946,0.6751,0.6780,99.75,4.95e-05,16655.5
303900,2,train,0.014201,0.6832,0.6861,97.36,4.95e-05,16659.8
304000,2,train,0.014286,0.6783,0.6825,99.91,4.95e-05,16664.1
304100,2,train,0.014608,0.6579,0.6624,110.43,4.95e-05,16668.4
304200,2,train,0.014397,0.6661,0.6696,103.91,4.95e-05,16672.7
304300,2,train,0.014448,0.6711,0.6739,97.08,4.95e-05,16676.9
304400,2,train,0.014240,0.6635,0.6664,102.42,4.95e-05,16681.2
304500,2,train,0.014541,0.6715,0.6728,103.45,4.95e-05,16685.5
304600,2,train,0.014544,0.6720,0.6768,100.21,4.95e-05,16689.8
304700,2,train,0.014195,0.6787,0.6810,100.43,4.95e-05,16694.1
304800,2,train,0.014236,0.6711,0.6741,102.58,4.95e-05,16698.4
304900,2,train,0.014983,0.6615,0.6657,107.85,4.95e-05,16702.7
305000,2,train,0.014768,0.6413,0.6455,111.81,4.95e-05,16707.0
305100,2,train,0.014165,0.6695,0.6733,96.35,4.95e-05,16711.6
305200,2,train,0.014371,0.6757,0.6789,94.37,4.95e-05,16715.9
305300,2,train,0.014144,0.6688,0.6710,97.82,4.95e-05,16720.2
305400,2,train,0.014856,0.6553,0.6582,110.89,4.95e-05,16724.5
305500,2,train,0.014045,0.6723,0.6751,97.45,4.95e-05,16728.8
305600,2,train,0.014385,0.6695,0.6740,104.50,4.95e-05,16733.1
305700,2,train,0.014310,0.6656,0.6685,103.61,4.95e-05,16737.4
305800,2,train,0.014533,0.6611,0.6639,105.32,4.95e-05,16741.7
305900,2,train,0.013999,0.6840,0.6856,96.89,4.95e-05,16746.0
306000,2,train,0.014114,0.6824,0.6869,96.89,4.95e-05,16750.3
306100,2,train,0.014496,0.6717,0.6765,98.04,4.95e-05,16754.6
306200,2,train,0.014221,0.6605,0.6657,106.08,4.95e-05,16758.9
306300,2,train,0.014050,0.6735,0.6776,103.11,4.95e-05,16763.2
306400,2,train,0.014295,0.6718,0.6752,96.17,4.95e-05,16767.4
306500,2,train,0.014043,0.6742,0.6788,99.88,4.95e-05,16771.7
306600,2,train,0.013823,0.6653,0.6684,97.58,4.95e-05,16776.0
306700,2,train,0.014559,0.6694,0.6738,106.76,4.95e-05,16780.3
306800,2,train,0.014091,0.6742,0.6768,97.09,4.95e-05,16784.6
306900,2,train,0.013943,0.6741,0.6779,102.16,4.95e-05,16788.9
307000,2,train,0.014326,0.6830,0.6862,103.52,4.95e-05,16793.2
307100,2,train,0.014061,0.6601,0.6655,102.82,4.95e-05,16797.5
307200,2,train,0.014047,0.6728,0.6748,94.96,4.95e-05,16801.8
307300,2,train,0.014322,0.6736,0.6762,101.23,4.95e-05,16806.1
307400,2,train,0.014003,0.6873,0.6899,100.04,4.95e-05,16810.4
307500,2,train,0.014210,0.6750,0.6789,97.81,4.95e-05,16814.7
307600,2,train,0.014259,0.6755,0.6812,102.72,4.95e-05,16819.0
307700,2,train,0.014077,0.6749,0.6772,103.61,4.95e-05,16823.3
307800,2,train,0.014263,0.6734,0.6754,98.63,4.95e-05,16827.6
307900,2,train,0.014250,0.6790,0.6834,96.22,4.95e-05,16831.9
308000,2,train,0.013651,0.6822,0.6848,91.85,4.95e-05,16836.2
308100,2,train,0.014415,0.6700,0.6729,102.93,4.95e-05,16840.5
308200,2,train,0.014355,0.6752,0.6787,102.11,4.95e-05,16844.8
308300,2,train,0.014056,0.6768,0.6790,95.32,4.95e-05,16849.0
308400,2,train,0.014200,0.6720,0.6758,101.78,4.95e-05,16853.3
308500,2,train,0.014208,0.6850,0.6898,100.18,4.95e-05,16857.6
308600,2,train,0.014287,0.6725,0.6769,103.95,4.95e-05,16861.9
308700,2,train,0.014287,0.6756,0.6788,98.01,4.95e-05,16866.2
308800,2,train,0.014287,0.6851,0.6880,96.74,4.95e-05,16870.5
308900,2,train,0.014084,0.6871,0.6907,96.44,4.95e-05,16874.8
309000,2,train,0.014447,0.6733,0.6762,95.78,4.95e-05,16879.1
309100,2,train,0.014564,0.6702,0.6727,106.08,4.95e-05,16883.4
309200,2,train,0.013695,0.6890,0.6909,92.35,4.95e-05,16887.7
309300,2,train,0.014144,0.6929,0.6958,96.13,4.95e-05,16892.0
309400,2,train,0.014388,0.6711,0.6750,101.16,4.95e-05,16896.3
309500,2,train,0.014435,0.6825,0.6877,102.30,4.95e-05,16900.5
309600,2,train,0.014199,0.6800,0.6835,99.28,4.95e-05,16904.8
309700,2,train,0.014338,0.6708,0.6733,99.53,4.95e-05,16909.1
309800,2,train,0.013987,0.6853,0.6878,99.79,4.95e-05,16913.4
309900,2,train,0.014238,0.6777,0.6822,100.78,4.95e-05,16917.7
310000,2,train,0.014323,0.6667,0.6696,106.31,4.95e-05,16922.0
310000,2,val,0.016236,0.3813,0.3839,155.84,4.95e-05,17037.9
310100,2,train,0.014428,0.6637,0.6679,105.18,4.95e-05,17042.5
310200,2,train,0.014138,0.6753,0.6791,103.23,4.95e-05,17046.8
310300,2,train,0.014658,0.6583,0.6635,103.42,4.95e-05,17051.1
310400,2,train,0.014226,0.6668,0.6697,100.64,4.95e-05,17055.4
310500,2,train,0.014065,0.6863,0.6888,99.21,4.95e-05,17059.7
310600,2,train,0.014541,0.6641,0.6660,104.45,4.95e-05,17064.0
310700,2,train,0.014573,0.6809,0.6828,100.12,4.95e-05,17068.2
310800,2,train,0.013936,0.6740,0.6756,98.57,4.95e-05,17072.5
310900,2,train,0.014545,0.6553,0.6584,99.10,4.95e-05,17076.8
311000,2,train,0.014443,0.6760,0.6805,99.66,4.95e-05,17081.1
311100,2,train,0.014139,0.6712,0.6747,102.40,4.95e-05,17085.4
311200,2,train,0.013773,0.6795,0.6827,97.88,4.95e-05,17089.7
311300,3,train,0.013894,0.7030,0.7069,91.12,4.95e-05,17210.4
311400,3,train,0.014383,0.6850,0.6879,97.08,4.95e-05,17214.7
311500,3,train,0.014418,0.6707,0.6739,105.15,4.95e-05,17219.0
311600,3,train,0.014365,0.6811,0.6843,96.53,4.95e-05,17223.3
311700,3,train,0.014439,0.6545,0.6583,105.07,4.95e-05,17227.6
311800,3,train,0.014023,0.6762,0.6803,97.78,4.95e-05,17231.9
311900,3,train,0.013717,0.6948,0.6987,91.86,4.95e-05,17236.2
312000,3,train,0.013873,0.6897,0.6927,93.55,4.95e-05,17240.5
312100,3,train,0.014110,0.6853,0.6901,103.45,4.95e-05,17244.8
312200,3,train,0.014206,0.6742,0.6764,97.55,4.95e-05,17249.1
312300,3,train,0.013901,0.6925,0.6951,94.17,4.95e-05,17253.4
312400,3,train,0.014049,0.6831,0.6853,98.39,4.95e-05,17257.7
312500,3,train,0.014317,0.6773,0.6811,103.48,4.95e-05,17262.0
312600,3,train,0.013821,0.6742,0.6777,95.32,4.95e-05,17266.3
312700,3,train,0.014618,0.6626,0.6665,105.78,4.95e-05,17270.6
312800,3,train,0.014295,0.6717,0.6736,97.04,4.95e-05,17274.9
312900,3,train,0.014162,0.6663,0.6705,103.15,4.95e-05,17279.2
313000,3,train,0.014102,0.6771,0.6803,95.16,4.95e-05,17283.5
313100,3,train,0.014334,0.6641,0.6670,102.88,4.95e-05,17287.8
313200,3,train,0.014162,0.6736,0.6787,104.06,4.95e-05,17292.0
313300,3,train,0.013934,0.6794,0.6823,97.71,4.94e-05,17296.3
313400,3,train,0.014172,0.6681,0.6713,101.80,4.94e-05,17300.6
313500,3,train,0.013982,0.6821,0.6872,104.18,4.94e-05,17304.9
313600,3,train,0.014219,0.6604,0.6624,101.48,4.94e-05,17309.2
313700,3,train,0.014002,0.6797,0.6829,97.65,4.94e-05,17313.5
313800,3,train,0.014076,0.6630,0.6673,99.99,4.94e-05,17317.8
313900,3,train,0.014051,0.6842,0.6874,94.60,4.94e-05,17322.1
314000,3,train,0.014118,0.6722,0.6754,98.34,4.94e-05,17326.4
314100,3,train,0.014285,0.6818,0.6834,100.51,4.94e-05,17330.7
314200,3,train,0.014137,0.6733,0.6775,96.82,4.94e-05,17335.0
314300,3,train,0.014381,0.6748,0.6793,105.32,4.94e-05,17339.3
314400,3,train,0.013908,0.6874,0.6897,98.04,4.94e-05,17343.6
314500,3,train,0.014645,0.6634,0.6679,104.33,4.94e-05,17347.9
314600,3,train,0.014507,0.6607,0.6629,103.91,4.94e-05,17352.2
314700,3,train,0.014361,0.6705,0.6740,100.81,4.94e-05,17356.5
314800,3,train,0.014192,0.6742,0.6754,100.09,4.94e-05,17360.8
314900,3,train,0.014025,0.6825,0.6864,92.44,4.94e-05,17365.1
315000,3,train,0.013882,0.6752,0.6791,101.70,4.94e-05,17369.3
315100,3,train,0.014452,0.6610,0.6646,104.99,4.94e-05,17373.9
315200,3,train,0.014205,0.6718,0.6747,100.34,4.94e-05,17378.2
315300,3,train,0.014248,0.6791,0.6823,102.27,4.94e-05,17382.5
315400,3,train,0.013905,0.7064,0.7093,95.66,4.94e-05,17386.8
315500,3,train,0.014559,0.6676,0.6705,104.78,4.94e-05,17391.1
315600,3,train,0.014127,0.6808,0.6843,99.10,4.94e-05,17395.4
315700,3,train,0.014419,0.6578,0.6607,103.67,4.94e-05,17399.7
315800,3,train,0.014262,0.6746,0.6781,101.87,4.94e-05,17404.0
315900,3,train,0.014350,0.6672,0.6727,101.67,4.94e-05,17408.3
316000,3,train,0.014392,0.6611,0.6643,106.42,4.94e-05,17412.6
316100,3,train,0.014337,0.6721,0.6753,99.41,4.94e-05,17416.9
316200,3,train,0.014180,0.6786,0.6831,103.88,4.94e-05,17421.1
316300,3,train,0.013927,0.6916,0.6948,98.15,4.94e-05,17425.4
316400,3,train,0.014293,0.6855,0.6887,94.90,4.94e-05,17429.8
316500,3,train,0.013928,0.6890,0.6915,98.25,4.94e-05,17434.0
316600,3,train,0.013921,0.6798,0.6847,95.59,4.94e-05,17438.3
316700,3,train,0.014323,0.6688,0.6710,105.31,4.94e-05,17442.6
316800,3,train,0.014125,0.6765,0.6790,95.40,4.94e-05,17446.9
316900,3,train,0.014274,0.6880,0.6912,96.97,4.94e-05,17451.2
317000,3,train,0.014083,0.6786,0.6804,97.49,4.94e-05,17455.5
317100,3,train,0.013841,0.6775,0.6807,95.99,4.94e-05,17459.8
317200,3,train,0.014328,0.6835,0.6889,103.47,4.94e-05,17464.1
317300,3,train,0.014301,0.6737,0.6776,101.35,4.94e-05,17468.4
317400,3,train,0.014029,0.6713,0.6758,102.98,4.94e-05,17472.7
317500,3,train,0.014189,0.6918,0.6956,98.06,4.94e-05,17477.0
317600,3,train,0.014365,0.6760,0.6805,103.67,4.94e-05,17481.3
317700,3,train,0.013875,0.6867,0.6905,97.85,4.94e-05,17485.6
317800,3,train,0.014699,0.6617,0.6662,109.32,4.94e-05,17489.9
317900,3,train,0.014548,0.6690,0.6716,104.71,4.94e-05,17494.2
318000,3,train,0.014210,0.6849,0.6880,99.67,4.94e-05,17498.5
318100,3,train,0.014523,0.6624,0.6652,100.11,4.94e-05,17502.7
318200,3,train,0.014360,0.6555,0.6603,106.08,4.94e-05,17507.0
318300,3,train,0.014111,0.6689,0.6744,96.90,4.94e-05,17511.3
318400,3,train,0.013845,0.7021,0.7063,96.69,4.94e-05,17515.6
318500,3,train,0.014204,0.6723,0.6771,102.35,4.94e-05,17519.9
318600,3,train,0.013868,0.6817,0.6857,99.25,4.94e-05,17524.2
318700,3,train,0.014094,0.6801,0.6839,100.87,4.94e-05,17528.5
318800,3,train,0.014413,0.6662,0.6691,99.22,4.94e-05,17532.8
318900,3,train,0.014166,0.6648,0.6680,105.16,4.94e-05,17537.1
319000,3,train,0.014083,0.6764,0.6780,91.83,4.94e-05,17541.4
319100,3,train,0.014198,0.6779,0.6817,97.15,4.94e-05,17545.7
319200,3,train,0.014369,0.6692,0.6727,103.44,4.94e-05,17550.0
319300,3,train,0.013855,0.6706,0.6725,95.84,4.94e-05,17554.3
319400,3,train,0.014462,0.6727,0.6766,99.72,4.94e-05,17558.6
319500,3,train,0.014321,0.6644,0.6657,100.65,4.94e-05,17562.9
319600,3,train,0.013636,0.6894,0.6926,93.79,4.94e-05,17567.2
319700,3,train,0.014293,0.6759,0.6784,103.63,4.94e-05,17571.5
319800,3,train,0.014066,0.6798,0.6827,99.11,4.94e-05,17575.8
319900,3,train,0.014250,0.6710,0.6764,101.56,4.94e-05,17580.1
320000,3,train,0.014088,0.6887,0.6945,98.49,4.94e-05,17584.4
320000,3,val,0.016352,0.3675,0.3699,156.66,4.94e-05,17700.2
320100,3,train,0.014165,0.6767,0.6789,101.28,4.94e-05,17704.8
320200,3,train,0.014112,0.6844,0.6869,98.72,4.94e-05,17709.1
320300,3,train,0.014089,0.6826,0.6858,98.96,4.94e-05,17713.4
320400,3,train,0.013723,0.6963,0.6995,93.87,4.94e-05,17717.7
320500,3,train,0.014234,0.6788,0.6833,100.07,4.94e-05,17722.0
320600,3,train,0.014129,0.6822,0.6848,97.31,4.94e-05,17726.2
320700,3,train,0.014439,0.6734,0.6788,105.69,4.94e-05,17730.5
320800,3,train,0.014322,0.6771,0.6797,105.18,4.94e-05,17734.8
320900,3,train,0.013952,0.6793,0.6822,93.61,4.94e-05,17739.1
321000,3,train,0.014171,0.6865,0.6897,97.93,4.94e-05,17743.4
321100,3,train,0.014635,0.6555,0.6610,108.94,4.94e-05,17747.8
321200,3,train,0.014044,0.6697,0.6713,98.24,4.94e-05,17752.0
321300,3,train,0.014140,0.6708,0.6756,99.20,4.94e-05,17756.3
321400,3,train,0.014313,0.6695,0.6747,101.10,4.94e-05,17760.6
321500,3,train,0.014309,0.6886,0.6918,99.86,4.94e-05,17765.0
321600,3,train,0.013946,0.6819,0.6845,95.04,4.94e-05,17769.2
321700,3,train,0.013897,0.6976,0.7018,100.39,4.94e-05,17773.5
321800,3,train,0.014311,0.6835,0.6886,103.69,4.94e-05,17777.8
321900,3,train,0.014614,0.6444,0.6480,109.54,4.94e-05,17782.1
322000,3,train,0.014060,0.6742,0.6764,96.04,4.94e-05,17786.4
322100,3,train,0.013906,0.6899,0.6944,100.99,4.94e-05,17790.7
322200,3,train,0.014071,0.6777,0.6796,96.23,4.94e-05,17795.0
322300,3,train,0.014549,0.6631,0.6650,104.37,4.94e-05,17799.3
322400,3,train,0.014248,0.6795,0.6828,102.58,4.94e-05,17803.6
322500,3,train,0.014609,0.6629,0.6658,108.85,4.94e-05,17807.9
322600,3,train,0.014223,0.6833,0.6862,95.65,4.94e-05,17812.2
322700,3,train,0.014142,0.6659,0.6675,98.28,4.94e-05,17816.5
322800,3,train,0.014093,0.6875,0.6904,95.03,4.94e-05,17820.8
322900,3,train,0.014111,0.6701,0.6723,98.28,4.94e-05,17825.1
323000,3,train,0.014419,0.6659,0.6703,101.91,4.94e-05,17829.4
323100,3,train,0.013682,0.6882,0.6910,97.00,4.94e-05,17833.7
323200,3,train,0.014683,0.6766,0.6795,101.09,4.94e-05,17838.0
323300,3,train,0.014030,0.6875,0.6914,95.05,4.94e-05,17842.3
323400,3,train,0.014548,0.6485,0.6516,104.06,4.94e-05,17846.6
323500,3,train,0.014254,0.6830,0.6878,100.53,4.94e-05,17850.9
323600,3,train,0.014229,0.6657,0.6699,101.76,4.94e-05,17855.2
323700,3,train,0.014314,0.6770,0.6815,99.11,4.94e-05,17859.5
323800,3,train,0.014298,0.6782,0.6817,100.55,4.94e-05,17863.8
323900,3,train,0.014483,0.6549,0.6585,104.05,4.94e-05,17868.0
324000,3,train,0.014304,0.6695,0.6724,101.83,4.94e-05,17872.3
324100,3,train,0.013977,0.6834,0.6863,96.82,4.94e-05,17876.6
324200,3,train,0.014134,0.6867,0.6905,96.70,4.94e-05,17880.9
324300,3,train,0.014250,0.6845,0.6867,101.21,4.94e-05,17885.2
324400,3,train,0.013856,0.6836,0.6860,94.20,4.94e-05,17889.5
324500,3,train,0.014130,0.6803,0.6844,97.90,4.94e-05,17893.8
324600,3,train,0.014176,0.6762,0.6788,98.60,4.94e-05,17898.1
324700,3,train,0.014281,0.6872,0.6907,100.15,4.94e-05,17902.4
324800,3,train,0.014115,0.6738,0.6770,98.34,4.94e-05,17906.7
324900,3,train,0.014315,0.6589,0.6618,100.00,4.94e-05,17911.0
325000,3,train,0.013806,0.6793,0.6828,97.13,4.94e-05,17915.3
325100,3,train,0.014009,0.6930,0.6955,94.27,4.94e-05,17919.9
325200,3,train,0.014221,0.6837,0.6867,94.89,4.94e-05,17924.2
325300,3,train,0.013935,0.6814,0.6846,98.79,4.94e-05,17928.5
325400,3,train,0.014273,0.6750,0.6772,95.34,4.94e-05,17932.8
325500,3,train,0.014086,0.6817,0.6830,96.33,4.94e-05,17937.1
325600,3,train,0.013987,0.6962,0.6991,97.22,4.94e-05,17941.4
325700,3,train,0.013560,0.6953,0.6969,88.51,4.94e-05,17945.7
325800,3,train,0.014021,0.6965,0.6990,89.76,4.94e-05,17950.0
325900,3,train,0.014046,0.6785,0.6839,101.24,4.94e-05,17954.3
326000,3,train,0.014374,0.6774,0.6809,108.04,4.94e-05,17958.6
326100,3,train,0.013982,0.6779,0.6815,99.37,4.94e-05,17962.9
326200,3,train,0.013836,0.6782,0.6804,93.71,4.94e-05,17967.2
326300,3,train,0.014192,0.6785,0.6801,102.97,4.94e-05,17971.5
326400,3,train,0.013732,0.6836,0.6868,89.63,4.94e-05,17975.8
326500,3,train,0.013951,0.6859,0.6897,91.60,4.94e-05,17980.1
326600,3,train,0.014301,0.6850,0.6872,100.92,4.94e-05,17984.4
326700,3,train,0.014153,0.6803,0.6845,103.32,4.94e-05,17988.7
326800,3,train,0.014111,0.6867,0.6917,97.71,4.94e-05,17993.0
326900,3,train,0.014235,0.6950,0.6976,97.24,4.94e-05,17997.3
327000,3,train,0.014043,0.6860,0.6889,92.92,4.94e-05,18001.6
327100,3,train,0.014271,0.6864,0.6897,100.43,4.94e-05,18005.9
327200,3,train,0.014350,0.6553,0.6588,105.07,4.94e-05,18010.2
327300,3,train,0.014239,0.6868,0.6887,98.31,4.94e-05,18014.4
327400,3,train,0.014291,0.6745,0.6780,98.97,4.94e-05,18018.7
327500,3,train,0.014272,0.6806,0.6841,98.03,4.94e-05,18023.0
327600,3,train,0.014065,0.6776,0.6811,97.54,4.94e-05,18027.3
327700,3,train,0.014230,0.6804,0.6839,101.91,4.94e-05,18031.6
327800,3,train,0.013991,0.6838,0.6857,94.01,4.94e-05,18035.9
327900,3,train,0.013861,0.6867,0.6932,97.85,4.94e-05,18040.2
328000,3,train,0.014212,0.6715,0.6750,97.58,4.94e-05,18044.5
328100,3,train,0.014064,0.6901,0.6920,92.84,4.94e-05,18048.8
328200,3,train,0.014589,0.6683,0.6702,103.57,4.94e-05,18053.1
328300,3,train,0.014362,0.6677,0.6707,104.28,4.94e-05,18057.4
328400,3,train,0.014447,0.6590,0.6626,105.41,4.94e-05,18061.7
328500,3,train,0.014092,0.6750,0.6785,98.35,4.94e-05,18066.0
328600,3,train,0.014043,0.6699,0.6721,93.61,4.94e-05,18070.2
328700,3,train,0.014257,0.6863,0.6892,97.95,4.94e-05,18074.5
328800,3,train,0.014004,0.6957,0.6995,93.42,4.94e-05,18078.8
328900,3,train,0.013946,0.6887,0.6934,96.57,4.94e-05,18083.1
329000,3,train,0.013983,0.6944,0.6969,95.80,4.94e-05,18087.4
329100,3,train,0.014219,0.6695,0.6736,101.99,4.94e-05,18091.7
329200,3,train,0.014152,0.6874,0.6908,100.66,4.94e-05,18096.0
329300,3,train,0.014224,0.6778,0.6810,100.06,4.94e-05,18100.3
329400,3,train,0.014019,0.6801,0.6853,100.21,4.94e-05,18104.6
329500,3,train,0.014049,0.6812,0.6837,98.26,4.94e-05,18108.9
329600,3,train,0.013842,0.6869,0.6910,90.36,4.94e-05,18113.2
329700,3,train,0.014114,0.6940,0.6968,95.47,4.94e-05,18117.5
329800,3,train,0.014117,0.6864,0.6905,97.54,4.94e-05,18121.8
329900,3,train,0.014083,0.6699,0.6737,99.77,4.94e-05,18126.1
330000,3,train,0.014341,0.6806,0.6835,103.43,4.94e-05,18130.4
330000,3,val,0.016575,0.3387,0.3416,166.91,4.94e-05,18246.3
330100,3,train,0.014371,0.6644,0.6686,102.97,4.94e-05,18250.9
330200,3,train,0.014492,0.6608,0.6630,107.37,4.94e-05,18255.2
330300,3,train,0.014531,0.6659,0.6691,103.85,4.94e-05,18259.5
330400,3,train,0.013972,0.6720,0.6755,98.43,4.94e-05,18263.8
330500,3,train,0.014274,0.6843,0.6881,96.95,4.94e-05,18268.1
330600,3,train,0.013675,0.6806,0.6841,91.45,4.94e-05,18272.4
330700,3,train,0.013784,0.6862,0.6898,97.58,4.94e-05,18276.7
330800,3,train,0.014245,0.6847,0.6886,101.01,4.94e-05,18281.0
330900,3,train,0.014113,0.6746,0.6762,97.60,4.94e-05,18285.3
331000,3,train,0.014020,0.6730,0.6756,98.62,4.94e-05,18289.6
331100,3,train,0.013981,0.6899,0.6919,92.32,4.94e-05,18293.8
331200,3,train,0.013877,0.6808,0.6833,97.13,4.94e-05,18298.1
331300,3,train,0.014063,0.6816,0.6839,101.42,4.94e-05,18302.4
331400,3,train,0.014245,0.6749,0.6775,100.95,4.94e-05,18306.7
331500,3,train,0.014067,0.6783,0.6802,100.67,4.94e-05,18311.0
331600,3,train,0.014269,0.6822,0.6847,103.84,4.94e-05,18315.3
331700,3,train,0.014067,0.6808,0.6834,96.53,4.94e-05,18319.6
331800,3,train,0.014146,0.6749,0.6775,104.83,4.94e-05,18323.9
331900,3,train,0.014131,0.6791,0.6811,93.36,4.94e-05,18328.2
332000,3,train,0.014013,0.6746,0.6769,98.66,4.94e-05,18332.5
332100,3,train,0.014218,0.6780,0.6818,100.08,4.94e-05,18336.8
332200,3,train,0.014057,0.6817,0.6836,91.39,4.94e-05,18341.1
332300,3,train,0.014345,0.6803,0.6838,100.97,4.94e-05,18345.4
332400,3,train,0.014221,0.6713,0.6745,102.59,4.94e-05,18349.7
332500,3,train,0.014270,0.6738,0.6783,97.81,4.94e-05,18354.0
332600,3,train,0.014526,0.6799,0.6830,102.42,4.94e-05,18358.3
332700,3,train,0.014395,0.6830,0.6881,106.31,4.94e-05,18362.6
332800,3,train,0.014191,0.6750,0.6792,103.32,4.94e-05,18366.9
332900,3,train,0.014234,0.6640,0.6672,101.09,4.94e-05,18371.2
333000,3,train,0.013677,0.6846,0.6875,95.97,4.94e-05,18375.5
333100,3,train,0.014427,0.6656,0.6675,104.62,4.94e-05,18379.7
333200,3,train,0.013972,0.6845,0.6870,95.82,4.94e-05,18384.0
333300,3,train,0.013876,0.6965,0.6991,96.17,4.94e-05,18388.3
333400,3,train,0.014263,0.6763,0.6801,99.25,4.94e-05,18392.6
333500,3,train,0.014188,0.6789,0.6805,97.09,4.94e-05,18396.9
333600,3,train,0.014035,0.6796,0.6821,94.76,4.94e-05,18401.2
333700,3,train,0.014378,0.6669,0.6711,106.44,4.94e-05,18405.5
333800,3,train,0.014088,0.6826,0.6867,103.21,4.94e-05,18409.8
333900,3,train,0.014332,0.6712,0.6735,102.26,4.94e-05,18414.1
334000,3,train,0.014095,0.6639,0.6678,102.91,4.94e-05,18418.4
334100,3,train,0.014167,0.6764,0.6811,98.05,4.94e-05,18422.7
334200,3,train,0.013887,0.6761,0.6806,97.46,4.94e-05,18427.0
334300,3,train,0.013771,0.6921,0.6950,95.85,4.94e-05,18431.3
334400,3,train,0.014102,0.6861,0.6896,100.67,4.94e-05,18435.6
334500,3,train,0.013916,0.6708,0.6730,101.62,4.94e-05,18439.9
334600,3,train,0.013808,0.6833,0.6862,97.12,4.94e-05,18444.2
334700,3,train,0.014473,0.6702,0.6740,101.08,4.94e-05,18448.5
334800,3,train,0.013986,0.6819,0.6865,100.35,4.94e-05,18452.8
